filename,fold,target,category,esc10,src_file,take
5-256452-A-5.wav,5,5,cat,False,256452,A
1-47819-C-5.wav,1,5,cat,False,47819,C
1-47819-B-5.wav,1,5,cat,False,47819,B
2-110010-A-5.wav,2,5,cat,False,110010,A
4-161303-A-5.wav,4,5,cat,False,161303,A
2-110011-A-5.wav,2,5,cat,False,110011,A
1-56380-B-5.wav,1,5,cat,False,56380,B
2-120586-A-6.wav,2,6,hen,False,120586,A
1-18074-B-6.wav,1,6,hen,False,18074,B
5-263831-B-6.wav,5,6,hen,False,263831,B
3-187549-A-6.wav,3,6,hen,False,187549,A
2-157488-A-6.wav,2,6,hen,False,157488,A
4-197103-A-6.wav,4,6,hen,False,197103,A
2-75726-A-6.wav,2,6,hen,False,75726,A
2-76868-A-6.wav,2,6,hen,False,76868,A
5-248341-A-6.wav,5,6,hen,False,248341,A
3-188390-A-6.wav,3,6,hen,False,188390,A
2-120587-A-6.wav,2,6,hen,False,120587,A
4-232495-A-6.wav,4,6,hen,False,232495,A
4-200330-B-6.wav,4,6,hen,False,200330,B
1-31251-A-6.wav,1,6,hen,False,31251,A
5-248341-C-6.wav,5,6,hen,False,248341,C
5-263831-A-6.wav,5,6,hen,False,263831,A
2-72268-A-6.wav,2,6,hen,False,72268,A
1-71030-A-6.wav,1,6,hen,False,71030,A
4-234879-A-6.wav,4,6,hen,False,234879,A
3-187549-B-6.wav,3,6,hen,False,187549,B
5-244315-C-6.wav,5,6,hen,False,244315,C
4-200330-A-6.wav,4,6,hen,False,200330,A
5-244315-B-6.wav,5,6,hen,False,244315,B
2-134049-A-6.wav,2,6,hen,False,134049,A
4-204830-A-6.wav,4,6,hen,False,204830,A
3-178096-A-6.wav,3,6,hen,False,178096,A
2-160128-A-7.wav,2,7,insects,False,160128,A
5-195517-A-7.wav,5,7,insects,False,195517,A
3-110913-A-7.wav,3,7,insects,False,110913,A
4-143118-A-7.wav,4,7,insects,False,143118,A
3-110913-C-7.wav,3,7,insects,False,110913,C
1-7973-A-7.wav,1,7,insects,False,7973,A
2-99955-A-7.wav,2,7,insects,False,99955,A
1-46938-A-7.wav,1,7,insects,False,46938,A
5-198278-A-7.wav,5,7,insects,False,198278,A
3-110913-B-7.wav,3,7,insects,False,110913,B
1-46938-B-7.wav,1,7,insects,False,46938,B
1-17585-A-7.wav,1,7,insects,False,17585,A
4-133895-A-7.wav,4,7,insects,False,133895,A
2-99955-C-7.wav,2,7,insects,False,99955,C
2-82077-A-7.wav,2,7,insects,False,82077,A
5-194932-A-7.wav,5,7,insects,False,194932,A
1-75189-A-7.wav,1,7,insects,False,75189,A
1-73585-A-7.wav,1,7,insects,False,73585,A
3-105235-A-7.wav,3,7,insects,False,105235,A
2-196688-A-8.wav,2,8,sheep,False,196688,A
4-188703-A-8.wav,4,8,sheep,False,188703,A
2-110614-A-8.wav,2,8,sheep,False,110614,A
2-119161-C-8.wav,2,8,sheep,False,119161,C
3-140199-D-8.wav,3,8,sheep,False,140199,D
3-140199-B-8.wav,3,8,sheep,False,140199,B
3-197408-B-8.wav,3,8,sheep,False,197408,B
5-198891-D-8.wav,5,8,sheep,False,198891,D
3-140199-C-8.wav,3,8,sheep,False,140199,C
4-188703-B-8.wav,4,8,sheep,False,188703,B
1-88574-A-8.wav,1,8,sheep,False,88574,A
2-119161-B-8.wav,2,8,sheep,False,119161,B
2-182508-B-8.wav,2,8,sheep,False,182508,B
5-213836-A-9.wav,5,9,crow,False,213836,A
2-108767-B-9.wav,2,9,crow,False,108767,B
1-75162-A-9.wav,1,9,crow,False,75162,A
5-213836-C-9.wav,5,9,crow,False,213836,C
2-108767-C-9.wav,2,9,crow,False,108767,C
4-156227-A-9.wav,4,9,crow,False,156227,A
1-96950-B-9.wav,1,9,crow,False,96950,B
4-136381-A-9.wav,4,9,crow,False,136381,A
5-202898-A-10.wav,5,10,rain,True,202898,A
4-181286-A-10.wav,4,10,rain,True,181286,A
2-72970-A-10.wav,2,10,rain,True,72970,A
4-163264-A-10.wav,4,10,rain,True,163264,A
2-117625-A-10.wav,2,10,rain,True,117625,A
4-166661-A-10.wav,4,10,rain,True,166661,A
2-87781-A-10.wav,2,10,rain,True,87781,A
3-132852-A-10.wav,3,10,rain,True,132852,A
3-143929-A-10.wav,3,10,rain,True,143929,A
1-29561-A-10.wav,1,10,rain,True,29561,A
5-188655-A-10.wav,5,10,rain,True,188655,A
1-56311-A-10.wav,1,10,rain,True,56311,A
5-195710-A-10.wav,5,10,rain,True,195710,A
3-142005-A-10.wav,3,10,rain,True,142005,A
3-157487-A-10.wav,3,10,rain,True,157487,A
2-73260-A-10.wav,2,10,rain,True,73260,A
2-101676-A-10.wav,2,10,rain,True,101676,A
4-177250-A-10.wav,4,10,rain,True,177250,A
4-164206-A-10.wav,4,10,rain,True,164206,A
4-180380-A-10.wav,4,10,rain,True,180380,A
3-157615-A-10.wav,3,10,rain,True,157615,A
1-26222-A-10.wav,1,10,rain,True,26222,A
3-140774-A-10.wav,3,10,rain,True,140774,A
1-50060-A-10.wav,1,10,rain,True,50060,A
5-193339-A-10.wav,5,10,rain,True,193339,A
2-73027-A-10.wav,2,10,rain,True,73027,A
4-161127-A-10.wav,4,10,rain,True,161127,A
2-81731-A-10.wav,2,10,rain,True,81731,A
3-142006-A-10.wav,3,10,rain,True,142006,A
1-21189-A-10.wav,1,10,rain,True,21189,A
5-194892-A-10.wav,5,10,rain,True,194892,A
1-17367-A-10.wav,1,10,rain,True,17367,A
1-91359-B-11.wav,1,11,sea_waves,True,91359,B
1-39901-B-11.wav,1,11,sea_waves,True,39901,B
3-144827-B-11.wav,3,11,sea_waves,True,144827,B
1-28135-B-11.wav,1,11,sea_waves,True,28135,B
4-167063-B-11.wav,4,11,sea_waves,True,167063,B
2-102852-A-11.wav,2,11,sea_waves,True,102852,A
5-219379-A-11.wav,5,11,sea_waves,True,219379,A
1-61252-A-11.wav,1,11,sea_waves,True,61252,A
3-144827-A-11.wav,3,11,sea_waves,True,144827,A
5-208810-A-11.wav,5,11,sea_waves,True,208810,A
5-200461-A-11.wav,5,11,sea_waves,True,200461,A
3-166422-A-11.wav,3,11,sea_waves,True,166422,A
4-195497-B-11.wav,4,11,sea_waves,True,195497,B
2-125966-A-11.wav,2,11,sea_waves,True,125966,A
5-219379-B-11.wav,5,11,sea_waves,True,219379,B
5-208810-B-11.wav,5,11,sea_waves,True,208810,B
2-124662-A-11.wav,2,11,sea_waves,True,124662,A
5-213077-A-11.wav,5,11,sea_waves,True,213077,A
3-187710-A-11.wav,3,11,sea_waves,True,187710,A
3-155642-B-11.wav,3,11,sea_waves,True,155642,B
4-167063-C-11.wav,4,11,sea_waves,True,167063,C
3-164120-A-11.wav,3,11,sea_waves,True,164120,A
1-39901-A-11.wav,1,11,sea_waves,True,39901,A
4-195497-A-11.wav,4,11,sea_waves,True,195497,A
4-182613-A-11.wav,4,11,sea_waves,True,182613,A
3-155642-A-11.wav,3,11,sea_waves,True,155642,A
5-215658-B-12.wav,5,12,crackling_fire,True,215658,B
3-147965-A-12.wav,3,12,crackling_fire,True,147965,A
1-46272-A-12.wav,1,12,crackling_fire,True,46272,A
4-171207-A-12.wav,4,12,crackling_fire,True,171207,A
1-7057-A-12.wav,1,12,crackling_fire,True,7057,A
3-104632-A-12.wav,3,12,crackling_fire,True,104632,A
5-213802-A-12.wav,5,12,crackling_fire,True,213802,A
4-170247-A-12.wav,4,12,crackling_fire,True,170247,A
4-181563-A-12.wav,4,12,crackling_fire,True,181563,A
5-186924-A-12.wav,5,12,crackling_fire,True,186924,A
3-145774-A-12.wav,3,12,crackling_fire,True,145774,A
5-189212-A-12.wav,5,12,crackling_fire,True,189212,A
5-193473-B-12.wav,5,12,crackling_fire,True,193473,B
3-65748-A-12.wav,3,12,crackling_fire,True,65748,A
4-164661-B-12.wav,4,12,crackling_fire,True,164661,B
1-4211-A-12.wav,1,12,crackling_fire,True,4211,A
2-18766-A-12.wav,2,12,crackling_fire,True,18766,A
5-189237-A-12.wav,5,12,crackling_fire,True,189237,A
1-17565-A-12.wav,1,12,crackling_fire,True,17565,A
4-172143-A-13.wav,4,13,crickets,False,172143,A
3-134802-A-13.wav,3,13,crickets,False,134802,A
1-59102-A-13.wav,1,13,crickets,False,59102,A
3-155766-A-13.wav,3,13,crickets,False,155766,A
5-216216-A-13.wav,5,13,crickets,False,216216,A
4-195707-A-13.wav,4,13,crickets,False,195707,A
3-129338-A-13.wav,3,13,crickets,False,129338,A
5-215179-A-13.wav,5,13,crickets,False,215179,A
1-9841-A-13.wav,1,13,crickets,False,9841,A
5-210540-A-13.wav,5,13,crickets,False,210540,A
1-7456-A-13.wav,1,13,crickets,False,7456,A
3-146033-A-13.wav,3,13,crickets,False,146033,A
3-163607-A-13.wav,3,13,crickets,False,163607,A
3-155584-A-14.wav,3,14,chirping_birds,False,155584,A
5-242491-A-14.wav,5,14,chirping_birds,False,242491,A
2-108760-B-14.wav,2,14,chirping_birds,False,108760,B
1-34495-A-14.wav,1,14,chirping_birds,False,34495,A
1-54918-A-14.wav,1,14,chirping_birds,False,54918,A
5-257839-A-14.wav,5,14,chirping_birds,False,257839,A
1-54918-B-14.wav,1,14,chirping_birds,False,54918,B
5-243459-A-14.wav,5,14,chirping_birds,False,243459,A
5-261433-A-15.wav,5,15,water_drops,False,261433,A
1-90797-A-15.wav,1,15,water_drops,False,90797,A
1-23094-A-15.wav,1,15,water_drops,False,23094,A
4-212604-B-15.wav,4,15,water_drops,False,212604,B
3-164593-A-15.wav,3,15,water_drops,False,164593,A
2-139748-B-15.wav,2,15,water_drops,False,139748,B
3-164595-A-15.wav,3,15,water_drops,False,164595,A
3-166326-A-15.wav,3,15,water_drops,False,166326,A
2-68595-B-15.wav,2,15,water_drops,False,68595,B
5-254832-B-15.wav,5,15,water_drops,False,254832,B
3-164592-A-15.wav,3,15,water_drops,False,164592,A
2-68595-A-15.wav,2,15,water_drops,False,68595,A
5-257349-A-15.wav,5,15,water_drops,False,257349,A
5-259180-A-15.wav,5,15,water_drops,False,259180,A
4-174797-A-15.wav,4,15,water_drops,False,174797,A
5-261439-A-15.wav,5,15,water_drops,False,261439,A
4-168155-A-15.wav,4,15,water_drops,False,168155,A
3-160119-A-15.wav,3,15,water_drops,False,160119,A
4-188293-B-15.wav,4,15,water_drops,False,188293,B
4-212604-C-15.wav,4,15,water_drops,False,212604,C
5-254832-A-15.wav,5,15,water_drops,False,254832,A
3-164594-A-15.wav,3,15,water_drops,False,164594,A
1-23094-B-15.wav,1,15,water_drops,False,23094,B
5-241846-A-15.wav,5,15,water_drops,False,241846,A
1-16746-A-15.wav,1,15,water_drops,False,16746,A
1-12654-B-15.wav,1,15,water_drops,False,12654,B
2-64963-A-15.wav,2,15,water_drops,False,64963,A
2-139749-A-15.wav,2,15,water_drops,False,139749,A
3-166324-A-15.wav,3,15,water_drops,False,166324,A
4-212604-A-15.wav,4,15,water_drops,False,212604,A
4-197871-A-15.wav,4,15,water_drops,False,197871,A
1-12653-A-15.wav,1,15,water_drops,False,12653,A
3-117504-A-16.wav,3,16,wind,False,117504,A
1-29532-A-16.wav,1,16,wind,False,29532,A
2-109374-A-16.wav,2,16,wind,False,109374,A
3-136608-A-16.wav,3,16,wind,False,136608,A
4-144083-B-16.wav,4,16,wind,False,144083,B
3-117504-B-16.wav,3,16,wind,False,117504,B
2-109371-B-16.wav,2,16,wind,False,109371,B
2-109371-D-16.wav,2,16,wind,False,109371,D
2-109371-A-16.wav,2,16,wind,False,109371,A
3-246513-A-16.wav,3,16,wind,False,246513,A
5-179496-A-16.wav,5,16,wind,False,179496,A
2-205966-A-16.wav,2,16,wind,False,205966,A
1-51036-A-16.wav,1,16,wind,False,51036,A
2-104952-A-16.wav,2,16,wind,False,104952,A
1-51037-A-16.wav,1,16,wind,False,51037,A
5-117773-A-16.wav,5,16,wind,False,117773,A
3-134699-C-16.wav,3,16,wind,False,134699,C
4-163606-A-16.wav,4,16,wind,False,163606,A
1-47714-A-16.wav,1,16,wind,False,47714,A
3-246513-B-16.wav,3,16,wind,False,246513,B
5-217186-C-16.wav,5,16,wind,False,217186,C
4-163609-A-16.wav,4,16,wind,False,163609,A
5-157204-A-16.wav,5,16,wind,False,157204,A
4-163608-B-16.wav,4,16,wind,False,163608,B
5-217186-A-16.wav,5,16,wind,False,217186,A
5-179496-B-16.wav,5,16,wind,False,179496,B
1-67152-A-17.wav,1,17,pouring_water,False,67152,A
4-168868-A-17.wav,4,17,pouring_water,False,168868,A
2-102414-B-17.wav,2,17,pouring_water,False,102414,B
5-212734-A-17.wav,5,17,pouring_water,False,212734,A
2-102414-F-17.wav,2,17,pouring_water,False,102414,F
3-145719-A-17.wav,3,17,pouring_water,False,145719,A
4-180453-A-17.wav,4,17,pouring_water,False,180453,A
2-102414-G-17.wav,2,17,pouring_water,False,102414,G
1-51436-A-17.wav,1,17,pouring_water,False,51436,A
1-61221-A-17.wav,1,17,pouring_water,False,61221,A
4-186693-A-17.wav,4,17,pouring_water,False,186693,A
4-187504-B-17.wav,4,17,pouring_water,False,187504,B
1-118559-A-17.wav,1,17,pouring_water,False,118559,A
5-205589-B-17.wav,5,17,pouring_water,False,205589,B
3-154439-A-17.wav,3,17,pouring_water,False,154439,A
3-149448-A-17.wav,3,17,pouring_water,False,149448,A
3-108451-B-17.wav,3,17,pouring_water,False,108451,B
1-50625-A-17.wav,1,17,pouring_water,False,50625,A
2-102414-C-17.wav,2,17,pouring_water,False,102414,C
4-126532-A-18.wav,4,18,toilet_flush,False,126532,A
3-98771-A-18.wav,3,18,toilet_flush,False,98771,A
1-30214-A-18.wav,1,18,toilet_flush,False,30214,A
5-202020-A-18.wav,5,18,toilet_flush,False,202020,A
4-135439-A-18.wav,4,18,toilet_flush,False,135439,A
3-92637-A-18.wav,3,18,toilet_flush,False,92637,A
5-177034-A-18.wav,5,18,toilet_flush,False,177034,A
4-145006-A-18.wav,4,18,toilet_flush,False,145006,A
2-85945-A-18.wav,2,18,toilet_flush,False,85945,A
5-185908-A-18.wav,5,18,toilet_flush,False,185908,A
2-64332-A-18.wav,2,18,toilet_flush,False,64332,A
2-72677-A-18.wav,2,18,toilet_flush,False,72677,A
1-46274-A-18.wav,1,18,toilet_flush,False,46274,A
3-103051-C-19.wav,3,19,thunderstorm,False,103051,C
1-24524-A-19.wav,1,19,thunderstorm,False,24524,A
1-115521-A-19.wav,1,19,thunderstorm,False,115521,A
5-156999-C-19.wav,5,19,thunderstorm,False,156999,C
5-156999-A-19.wav,5,19,thunderstorm,False,156999,A
1-24524-B-19.wav,1,19,thunderstorm,False,24524,B
3-124600-A-19.wav,3,19,thunderstorm,False,124600,A
5-192191-A-19.wav,5,19,thunderstorm,False,192191,A
1-187207-A-20.wav,1,20,crying_baby,True,187207,A
2-50666-A-20.wav,2,20,crying_baby,True,50666,A
2-50665-A-20.wav,2,20,crying_baby,True,50665,A
1-211527-B-20.wav,1,20,crying_baby,True,211527,B
1-60997-B-20.wav,1,20,crying_baby,True,60997,B
2-107351-A-20.wav,2,20,crying_baby,True,107351,A
5-198411-C-20.wav,5,20,crying_baby,True,198411,C
3-152007-D-20.wav,3,20,crying_baby,True,152007,D
2-66637-A-20.wav,2,20,crying_baby,True,66637,A
2-151079-A-20.wav,2,20,crying_baby,True,151079,A
4-185575-B-20.wav,4,20,crying_baby,True,185575,B
5-198411-D-20.wav,5,20,crying_baby,True,198411,D
4-59579-A-20.wav,4,20,crying_baby,True,59579,A
4-167077-A-20.wav,4,20,crying_baby,True,167077,A
4-185575-A-20.wav,4,20,crying_baby,True,185575,A
3-152007-C-20.wav,3,20,crying_baby,True,152007,C
2-80482-A-20.wav,2,20,crying_baby,True,80482,A
3-151081-B-20.wav,3,20,crying_baby,True,151081,B
1-60997-A-20.wav,1,20,crying_baby,True,60997,A
4-167077-B-20.wav,4,20,crying_baby,True,167077,B
4-59579-B-20.wav,4,20,crying_baby,True,59579,B
1-22694-A-20.wav,1,20,crying_baby,True,22694,A
3-151081-A-20.wav,3,20,crying_baby,True,151081,A
5-198411-E-20.wav,5,20,crying_baby,True,198411,E
3-152007-B-20.wav,3,20,crying_baby,True,152007,B
1-211527-A-20.wav,1,20,crying_baby,True,211527,A
1-22694-B-20.wav,1,20,crying_baby,True,22694,B
3-152007-A-20.wav,3,20,crying_baby,True,152007,A
5-198411-B-20.wav,5,20,crying_baby,True,198411,B
1-211527-C-20.wav,1,20,crying_baby,True,211527,C
5-198411-F-20.wav,5,20,crying_baby,True,198411,F
2-107351-B-20.wav,2,20,crying_baby,True,107351,B
1-26143-A-21.wav,1,21,sneezing,True,26143,A
5-194533-A-21.wav,5,21,sneezing,True,194533,A
3-141684-A-21.wav,3,21,sneezing,True,141684,A
3-156558-A-21.wav,3,21,sneezing,True,156558,A
1-47273-A-21.wav,1,21,sneezing,True,47273,A
4-156843-A-21.wav,4,21,sneezing,True,156843,A
2-130979-A-21.wav,2,21,sneezing,True,130979,A
1-31748-A-21.wav,1,21,sneezing,True,31748,A
3-150231-A-21.wav,3,21,sneezing,True,150231,A
5-221593-A-21.wav,5,21,sneezing,True,221593,A
1-59324-A-21.wav,1,21,sneezing,True,59324,A
2-128631-A-21.wav,2,21,sneezing,True,128631,A
2-119102-A-21.wav,2,21,sneezing,True,119102,A
2-93030-A-21.wav,2,21,sneezing,True,93030,A
2-118104-A-21.wav,2,21,sneezing,True,118104,A
4-156844-A-21.wav,4,21,sneezing,True,156844,A
1-29680-A-21.wav,1,21,sneezing,True,29680,A
5-202220-A-21.wav,5,21,sneezing,True,202220,A
5-187979-A-21.wav,5,21,sneezing,True,187979,A
4-184434-A-21.wav,4,21,sneezing,True,184434,A
4-185415-A-21.wav,4,21,sneezing,True,185415,A
1-54505-A-21.wav,1,21,sneezing,True,54505,A
5-220027-A-21.wav,5,21,sneezing,True,220027,A
4-157297-A-21.wav,4,21,sneezing,True,157297,A
2-109505-A-21.wav,2,21,sneezing,True,109505,A
3-143119-A-21.wav,3,21,sneezing,True,143119,A
1-115920-A-22.wav,1,22,clapping,False,115920,A
3-177083-A-22.wav,3,22,clapping,False,177083,A
1-94036-A-22.wav,1,22,clapping,False,94036,A
5-254160-A-22.wav,5,22,clapping,False,254160,A
4-189836-A-22.wav,4,22,clapping,False,189836,A
2-76408-A-22.wav,2,22,clapping,False,76408,A
5-221567-A-22.wav,5,22,clapping,False,221567,A
5-209989-A-22.wav,5,22,clapping,False,209989,A
2-76408-C-22.wav,2,22,clapping,False,76408,C
2-25292-A-22.wav,2,22,clapping,False,25292,A
3-149465-A-22.wav,3,22,clapping,False,149465,A
2-60900-A-22.wav,2,22,clapping,False,60900,A
3-177082-A-22.wav,3,22,clapping,False,177082,A
4-189832-B-22.wav,4,22,clapping,False,189832,B
4-189838-A-22.wav,4,22,clapping,False,189838,A
2-76408-D-22.wav,2,22,clapping,False,76408,D
4-189832-A-22.wav,4,22,clapping,False,189832,A
1-110537-A-22.wav,1,22,clapping,False,110537,A
5-218494-A-22.wav,5,22,clapping,False,218494,A
2-95567-A-23.wav,2,23,breathing,False,95567,A
4-210000-B-23.wav,4,23,breathing,False,210000,B
5-260164-A-23.wav,5,23,breathing,False,260164,A
3-112557-B-23.wav,3,23,breathing,False,112557,B
4-205526-A-23.wav,4,23,breathing,False,205526,A
4-210000-A-23.wav,4,23,breathing,False,210000,A
3-112557-A-23.wav,3,23,breathing,False,112557,A
1-30709-C-23.wav,1,23,breathing,False,30709,C
1-30709-A-23.wav,1,23,breathing,False,30709,A
1-36402-A-23.wav,1,23,breathing,False,36402,A
1-36393-A-23.wav,1,23,breathing,False,36393,A
4-198025-A-23.wav,4,23,breathing,False,198025,A
1-36400-A-23.wav,1,23,breathing,False,36400,A
5-184871-A-24.wav,5,24,coughing,False,184871,A
4-177835-A-24.wav,4,24,coughing,False,177835,A
2-87794-A-24.wav,2,24,coughing,False,87794,A
5-178997-A-24.wav,5,24,coughing,False,178997,A
5-209719-A-24.wav,5,24,coughing,False,209719,A
5-208761-A-24.wav,5,24,coughing,False,208761,A
3-125418-A-24.wav,3,24,coughing,False,125418,A
2-87799-A-24.wav,2,24,coughing,False,87799,A
5-263491-A-25.wav,5,25,footsteps,False,263491,A
3-94342-A-25.wav,3,25,footsteps,False,94342,A
1-155858-E-25.wav,1,25,footsteps,False,155858,E
5-234263-A-25.wav,5,25,footsteps,False,234263,A
2-209478-A-25.wav,2,25,footsteps,False,209478,A
2-209475-A-25.wav,2,25,footsteps,False,209475,A
3-249913-A-25.wav,3,25,footsteps,False,249913,A
2-209476-A-25.wav,2,25,footsteps,False,209476,A
4-194981-A-25.wav,4,25,footsteps,False,194981,A
1-155858-B-25.wav,1,25,footsteps,False,155858,B
1-155858-C-25.wav,1,25,footsteps,False,155858,C
1-155858-A-25.wav,1,25,footsteps,False,155858,A
1-223162-A-25.wav,1,25,footsteps,False,223162,A
5-234855-A-25.wav,5,25,footsteps,False,234855,A
5-263490-A-25.wav,5,25,footsteps,False,263490,A
1-155858-F-25.wav,1,25,footsteps,False,155858,F
4-117630-A-25.wav,4,25,footsteps,False,117630,A
3-94343-A-25.wav,3,25,footsteps,False,94343,A
3-103599-A-25.wav,3,25,footsteps,False,103599,A
5-244310-A-25.wav,5,25,footsteps,False,244310,A
5-51149-A-25.wav,5,25,footsteps,False,51149,A
